dataset,sweep,rank,threshold,f1,precision,recall,tp,fp,fn
clipshots,coarse,8,0.23000000417232513,0.11954314720812183,0.7019374068554396,0.06533499791926758,471,200,6738
clipshots,coarse,9,0.23999999463558197,0.10096587250482937,0.7050359712230215,0.054376473852129285,392,164,6817
clipshots,coarse,10,0.25,0.08426819723454214,0.7067833698030634,0.044805104730198365,323,134,6886
clipshots,coarse,11,0.2549999952316284,0.07618547221857348,0.7178217821782178,0.04022749341101401,290,114,6919
clipshots,coarse,12,0.25999999046325684,0.07022175290390707,0.7247956403269755,0.0368983215425163,266,101,6943
clipshots,coarse,13,0.26499998569488525,0.06440498277232971,0.7210682492581603,0.033707865168539325,243,94,6966
clipshots,coarse,14,0.27000001072883606,0.05905040563904774,0.7161290322580646,0.03079483978360383,222,88,6987
clipshots,coarse,15,0.2750000059604645,0.05392418579818473,0.7137809187279152,0.02802052989318907,202,81,7007
clipshots,coarse,16,0.2800000011920929,0.047210300429184546,0.7125506072874493,0.02441392703564988,176,71,7033
clipshots,coarse,17,0.2833000123500824,0.04358939862774116,0.7232142857142857,0.02247191011235955,162,62,7047
clipshots,coarse,18,0.2867000102996826,0.04098692193609276,0.7307692307692307,0.02108475516715217,152,56,7057
clipshots,coarse,19,0.28999999165534973,0.03809266513575577,0.7268041237113402,0.019558884727424054,141,53,7068
clipshots,coarse,20,0.2919999957084656,0.03571428571428571,0.7213114754098361,0.018310445276737412,132,51,7077
clipshots,coarse,21,0.2939999997615814,0.034394041976980365,0.7215909090909091,0.017616867804133723,127,49,7082
clipshots,coarse,22,0.29600000381469727,0.03306681122103266,0.7176470588235294,0.016923290331530033,122,48,7087
clipshots,coarse,23,0.2980000078678131,0.03175033921302578,0.7267080745341615,0.016229712858926344,117,44,7092
clipshots,coarse,24,0.30000001192092896,0.029083990214732267,0.7181208053691275,0.014842557913718963,107,42,7102
clipshots,coarse,25,0.3019999861717224,0.027207182696231808,0.704225352112676,0.013871549452073797,100,42,7109
clipshots,coarse,26,0.30399999022483826,0.026143790849673203,0.7111111111111111,0.013316687473990845,96,39,7113
clipshots,coarse,27,0.3059999942779541,0.02480916030534351,0.7165354330708661,0.012623110001387154,91,36,7118
clipshots,coarse,28,0.30799999833106995,0.024270520861739836,0.712,0.012345679012345678,89,36,7120
clipshots,coarse,29,0.3100000023841858,0.023471615720524017,0.7226890756302521,0.011929532528783465,86,33,7123
clipshots,coarse,30,0.3133000135421753,0.023205023205023205,0.7264957264957265,0.011790817034262727,85,32,7124
clipshots,coarse,31,0.3167000114917755,0.021857923497267756,0.7207207207207207,0.011097239561659037,80,31,7129
clipshots,coarse,32,0.3199999928474426,0.019422787580358362,0.696078431372549,0.009848800110972396,71,31,7138
clipshots,coarse,33,0.32499998807907104,0.017803341550260202,0.6989247311827957,0.009016507143847968,65,28,7144
clipshots,coarse,34,0.33000001311302185,0.014005217630097488,0.6891891891891891,0.0070744902205576365,51,23,7158
clipshots,coarse,35,0.33500000834465027,0.012371134020618556,0.6818181818181818,0.006242197253433208,45,21,7164
clipshots,coarse,36,0.3400000035762787,0.01155115511551155,0.6666666666666666,0.005826050769870994,42,21,7167
clipshots,coarse,37,0.3449999988079071,0.010734929810074319,0.6842105263157895,0.005409904286308781,39,18,7170
clipshots,coarse,38,0.3499999940395355,0.008821502412129565,0.6956521739130435,0.004438895824663615,32,14,7177
clipshots,coarse,39,0.36000001430511475,0.008275862068965517,0.7317073170731707,0.004161464835622139,30,11,7179
clipshots,coarse,40,0.3700000047683716,0.0063544688492885755,0.7666666666666667,0.003190456373976973,23,7,7186
clipshots,coarse,41,0.3799999952316284,0.0058059165053912076,0.84,0.002913025384935497,21,4,7188
clipshots,coarse,42,0.4000000059604645,0.003874896208137282,0.8235294117647058,0.0019420169232903315,14,3,7195
clipshots,coarse,43,0.38999998569488525,0.0038743600387436006,0.7777777777777778,0.0019420169232903315,14,4,7195
clipshots,coarse,44,0.5,0.0,0.0,0.0,0,0,7209
clipshots,coarse,45,0.6000000238418579,0.0,0.0,0.0,0,0,7209
clipshots,coarse,46,0.699999988079071,0.0,0.0,0.0,0,0,7209
clipshots,coarse,47,0.800000011920929,0.0,0.0,0.0,0,0,7209
clipshots,coarse,48,0.8999999761581421,0.0,0.0,0.0,0,0,7209
clipshots,fine,1,0.135,0.758673274876096,0.6999648258881463,0.8281315022888056,5970,2559,1239
clipshots,fine,2,0.137,0.7585767121540621,0.7019945709902041,0.8250797614093495,5948,2525,1261
clipshots,fine,3,0.136,0.7584802392923057,0.7007290686735654,0.8266056318490775,5959,2545,1250
clipshots,fine,4,0.118,0.7584241823587711,0.685170677112479,0.8492162574559579,6122,2813,1087
clipshots,fine,5,0.121,0.7583592293349907,0.6869721878166873,0.8463032320710223,6101,2780,1108
clipshots,fine,6,0.138,0.7583301417081578,0.7023767293366442,0.8239700374531835,5940,2517,1269
clipshots,fine,7,0.139,0.7582459728969574,0.703141671606402,0.8227215980024969,5931,2504,1278
clipshots,fine,8,0.12,0.7582438055020805,0.6864178097593884,0.8468580940491053,6105,2789,1104
clipshots,fine,9,0.122,0.7582342319905361,0.687867148666968,0.8446386461367735,6089,2763,1120
clipshots,fine,10,0.134,0.7582138779652416,0.6984924623115578,0.8291025107504508,5977,2580,1232
clipshots,fine,11,0.119,0.7581885856079403,0.6857816182246661,0.8476903870162297,6111,2800,1098
clipshots,fine,12,0.117,0.7581084426838326,0.6844752430982453,0.8494936884449993,6124,2823,1085
clipshots,fine,13,0.128,0.7580310555101527,0.6931478500804783,0.8363157164655292,6029,2669,1180
clipshots,fine,14,0.123,0.7580273084356879,0.6884484711211778,0.8432514911915661,6079,2751,1130
clipshots,fine,15,0.132,0.7579972183588318,0.6963642699500523,0.8315993896518241,5995,2614,1214
clipshots,fine,16,0.114,0.7579959327047514,0.6819693945442449,0.8531002913025385,6150,2868,1059
clipshots,fine,17,0.116,0.7579897385176485,0.6836529884032114,0.8504646969066445,6131,2837,1078
clipshots,fine,18,0.113,0.7579841240539044,0.6811546118115461,0.8543487307532251,6159,2883,1050
clipshots,fine,19,0.115,0.7579609972846211,0.6827126181211784,0.8518518518518519,6141,2854,1068
clipshots,fine,20,0.126,0.7578775919313413,0.6909984007310943,0.839090026355944,6049,2705,1160
clipshots,fine,21,0.129,0.7578695542684462,0.6938328530259366,0.8349285615203218,6019,2656,1190
clipshots,fine,22,0.125,0.7578486554096311,0.6900125270470334,0.8404771813011513,6059,2722,1150
clipshots,fine,23,0.124,0.7578368927188711,0.6891538898353209,0.841725620751838,6068,2737,1141
clipshots,fine,24,0.14,0.7577504483730463,0.7039152683565393,0.820502150090165,5915,2488,1294
clipshots,fine,25,0.133,0.7577120415531766,0.6972487759384471,0.8296573727285338,5981,2597,1228
clipshots,fine,26,0.127,0.757686033379345,0.6917172642914423,0.8375641559162158,6038,2691,1171
clipshots,fine,27,0.13,0.7575948569267615,0.6942358784798429,0.8336801220696352,6010,2647,1199
clipshots,fine,28,0.131,0.7574666919239754,0.6951784886416319,0.8320155361353864,5998,2630,1211
clipshots,fine,29,0.112,0.7570621468926553,0.679228650137741,0.8550423082258288,6164,2911,1045
clipshots,fine,30,0.145,0.7569350145489815,0.7089389534883721,0.8119017894298793,5853,2403,1356
clipshots,fine,31,0.142,0.7568645103208796,0.7054663150323663,0.816340685254543,5885,2457,1324
clipshots,fine,32,0.143,0.7566836307414804,0.706398845321145,0.8146760993202941,5873,2441,1336
clipshots,fine,33,0.141,0.7566735112936345,0.704,0.817866555694271,5896,2479,1313
clipshots,fine,34,0.146,0.7565712805904441,0.7093602039577516,0.810514634484672,5843,2394,1366
clipshots,fine,35,0.144,0.7564077732584416,0.707487922705314,0.812595366902483,5858,2422,1351
clipshots,fine,36,0.147,0.7563395810363837,0.7102314250913521,0.8088500485504231,5831,2379,1378
clipshots,fine,37,0.111,0.75625,0.6773131379650972,0.856013316687474,6171,2940,1038
clipshots,fine,38,0.109,0.7561884970356336,0.6759178321678322,0.8580940491052851,6186,2966,1023
clipshots,fine,39,0.11,0.7560393859702771,0.6761102603369066,0.8574004716326814,6181,2961,1028
clipshots,fine,40,0.148,0.7559945415556566,0.7111246943765281,0.8069080316271328,5817,2363,1392
clipshots,fine,41,0.108,0.7558430463172027,0.6747657441708433,0.8590650575669302,6193,2985,1016
clipshots,fine,42,0.149,0.7557261842790214,0.7117293786003187,0.8055208766819254,5807,2352,1402
clipshots,fine,43,0.15,0.7556047966631907,0.71259987707437,0.804133721736718,5797,2338,1412
clipshots,fine,44,0.107,0.7553632374451487,0.6736601804543972,0.8596199195450132,6197,3002,1012
clipshots,fine,45,0.106,0.7550796933933567,0.6724455520641456,0.8608683589956998,6206,3023,1003
clipshots,fine,46,0.105,0.7549347099908897,0.6714563526361279,0.8621167984463864,6215,3041,994
clipshots,fine,47,0.152,0.7546429505623857,0.7138438698503031,0.8003884033846581,5770,2313,1439
clipshots,fine,48,0.151,0.7546036306647513,0.7128932757557064,0.8014981273408239,5778,2327,1431
clipshots,fine,49,0.104,0.7545796433337377,0.670475369192627,0.8628103759189901,6220,3057,989
clipshots,fine,50,0.153,0.754113405440839,0.7148893860303256,0.7978915244832848,5752,2294,1457
clipshots,fine,51,0.103,0.7540586382360067,0.6693192816431874,0.8633652378970731,6224,3075,985
clipshots,fine,52,0.154,0.7538592918609998,0.7159970052408285,0.7959495075599945,5738,2276,1471
clipshots,fine,53,0.102,0.7536740247958875,0.6681321037958395,0.8643362463587183,6231,3095,978
clipshots,fine,54,0.101,0.7533220584682291,0.6671659355943084,0.865029823831322,6236,3111,973
clipshots,fine,55,0.155,0.7532912058978409,0.7167731429287235,0.7937300596476626,5722,2261,1487
clipshots,fine,56,0.098,0.7532498796340876,0.66524928244924,0.8680815647107782,6258,3149,951
clipshots,fine,57,0.156,0.7532142150721962,0.7177682834883137,0.7923429047024553,5712,2246,1497
clipshots,fine,58,0.099,0.7531027834678876,0.6656725955905848,0.8669718407546123,6250,3139,959
clipshots,fine,59,0.157,0.7530219961688354,0.7187894073139974,0.7906783187682064,5700,2230,1509
clipshots,fine,60,0.1,0.7528801495868266,0.6660618996798292,0.8657234013039257,6241,3129,968
clipshots,fine,61,0.097,0.7524324324324324,0.663489037178265,0.8689138576779026,6264,3177,945
clipshots,fine,62,0.096,0.752143928035982,0.6624762307204732,0.8698848661395477,6271,3195,938
clipshots,fine,63,0.159,0.7518577494692145,0.7205901055576752,0.7859619919545013,5666,2197,1543
clipshots,fine,64,0.158,0.7516716319099636,0.7189716312056738,0.7874878623942294,5677,2219,1532
clipshots,fine,65,0.095,0.7514970059880239,0.6611526709514277,0.8704397281176307,6275,3216,934
clipshots,fine,66,0.16,0.751246758428087,0.721455938697318,0.7836038285476488,5649,2181,1560
clipshots,fine,67,0.161,0.7506166255582961,0.7225359342915811,0.7809682341517548,5630,2162,1579
clipshots,fine,68,0.094,0.7505830293607607,0.6596594492327097,0.8705784436121515,6276,3238,933
clipshots,fine,69,0.093,0.7503731566063645,0.6587002096436059,0.8716881675683174,6284,3256,925
clipshots,fine,70,0.164,0.750335390394419,0.7264579815560462,0.7758357608544875,5593,2106,1616
clipshots,fine,71,0.163,0.7503348513260113,0.7253657904959213,0.7770842003051741,5602,2121,1607
clipshots,fine,72,0.162,0.7501837375559566,0.7236401134312967,0.7787487862394229,5614,2144,1595
clipshots,fine,73,0.165,0.7500503795257607,0.7271424850221412,0.7744486059092801,5583,2095,1626
clipshots,fine,74,0.168,0.7496962332928311,0.7301775147928994,0.7702871410736579,5553,2052,1656
clipshots,fine,75,0.167,0.7495114226026013,0.7288335517693316,0.7713968650298239,5561,2069,1648
clipshots,fine,76,0.169,0.7495093062605753,0.7318265926513349,0.7680676931613262,5537,2029,1672
clipshots,fine,77,0.092,0.7494187086388838,0.6571518193224593,0.8718268830628381,6285,3279,924
clipshots,fine,78,0.166,0.7493943472409152,0.7277480067964972,0.772367873491469,5568,2083,1641
clipshots,fine,79,0.17,0.749101268398562,0.7329439872577648,0.765986960743515,5522,2012,1687
clipshots,fine,80,0.09,0.7490926399714405,0.65586580537612,0.8732140380080455,6295,3303,914
clipshots,fine,81,0.171,0.7490651981779863,0.7345333333333334,0.7641836593147454,5509,1991,1700
clipshots,fine,82,0.172,0.7488926746166951,0.7360032145727297,0.7622416423914551,5495,1971,1714
clipshots,fine,83,0.091,0.7488535524983622,0.6561260697140472,0.8721043140518796,6287,3295,922
clipshots,fine,84,0.173,0.7487032487032488,0.7369340319763537,0.7608544874462477,5485,1958,1724
clipshots,fine,85,0.174,0.7482900136798906,0.7380920253676967,0.7587737550284367,5470,1941,1739
clipshots,fine,86,0.175,0.748096838351279,0.7398263700488334,0.7565543071161048,5454,1918,1755
clipshots,fine,87,0.089,0.7480534918276374,0.6544301164725458,0.872936607019004,6293,3323,916
clipshots,fine,88,0.088,0.7473296938048897,0.6530125479622524,0.873491468997087,6297,3346,912
clipshots,fine,89,0.176,0.7471983499484359,0.7407306434023991,0.7537799972256901,5434,1902,1775
clipshots,fine,90,0.177,0.746503135120237,0.7416484118291348,0.7514218338188375,5417,1887,1792
clipshots,fine,91,0.087,0.7461201279469256,0.6510906647368965,0.8736301844916077,6298,3375,911
clipshots,fine,92,0.178,0.7458914514569812,0.7426096521380449,0.7492023859065058,5401,1872,1808
clipshots,fine,93,0.179,0.745271908555594,0.74439523941323,0.7461506450270495,5379,1847,1830
clipshots,fine,94,0.086,0.7452696310312205,0.6494898485004638,0.8741850464696906,6302,3401,907
clipshots,fine,95,0.18,0.744948267481425,0.7458286985539488,0.7440699126092385,5364,1828,1845
clipshots,fine,96,0.181,0.7446778906358703,0.7469644103279832,0.7424053266749896,5352,1813,1857
clipshots,fine,97,0.085,0.7444962521395266,0.6479350729402096,0.8748786239422943,6307,3427,902
clipshots,fine,98,0.182,0.7443320544122776,0.7486668537749088,0.740047163268137,5335,1791,1874
clipshots,fine,99,0.183,0.7437333706763758,0.7508836420189453,0.7367179913996393,5311,1762,1898
clipshots,fine,100,0.084,0.743416013668768,0.6461491192134371,0.8751560549313359,6309,3455,900
clipshots,fine,101,0.184,0.7429775280898876,0.7523823069264685,0.7338049660147038,5290,1741,1919
clipshots,fine,102,0.083,0.7427058823529412,0.644775814523542,0.8757109169094188,6313,3478,896
clipshots,fine,103,0.082,0.7421420598084718,0.6437015898899306,0.876127063392981,6316,3496,893
clipshots,fine,104,0.187,0.7414440586693121,0.7578215527230591,0.7257594673325011,5232,1672,1977
clipshots,fine,105,0.185,0.7414132882882882,0.7525360765823689,0.7306145096407268,5267,1732,1942
clipshots,fine,106,0.186,0.7410651221924001,0.7549287667290258,0.7277014842557914,5246,1703,1963
clipshots,fine,107,0.081,0.7408536585365855,0.6416167360617447,0.8764044943820225,6318,3529,891
clipshots,fine,108,0.188,0.7406985843352067,0.7602219626168224,0.7221528644749619,5206,1642,2003
clipshots,fine,109,0.08,0.7402939626398078,0.6405553303607621,0.8768206408655846,6321,3547,888
clipshots,fine,110,0.189,0.7398101220643871,0.7620588235294118,0.7188236926064642,5182,1618,2027
clipshots,fine,111,0.079,0.7393082495910258,0.6386393459170283,0.8776529338327091,6327,3580,882
clipshots,fine,112,0.19,0.7391491190373871,0.7641048422923146,0.7157719517270079,5160,1593,2049
clipshots,fine,113,0.078,0.7388743073782444,0.6374798711755234,0.8786239422943543,6334,3602,875
clipshots,fine,114,0.077,0.738289443020275,0.63646408839779,0.8789013732833958,6336,3619,873
clipshots,fine,115,0.191,0.7381894010210684,0.7663481636309346,0.712026633374948,5133,1565,2076
clipshots,fine,116,0.076,0.7373073567897644,0.6347887041858602,0.8793175197669579,6339,3647,870
clipshots,fine,117,0.075,0.7368788142981691,0.6341536614645858,0.8793175197669579,6339,3657,870
clipshots,fine,118,0.192,0.7365987574049992,0.7685813357455149,0.7071715910667221,5098,1535,2111
clipshots,fine,119,0.074,0.735736258633699,0.6325349301397205,0.8791788042724372,6338,3682,871
clipshots,fine,120,0.193,0.73564219850432,0.7717854966483851,0.7027326952420585,5066,1498,2143
clipshots,fine,121,0.194,0.734801375374936,0.7773993808049535,0.6966292134831461,5022,1438,2187
clipshots,fine,122,0.073,0.7347435525934513,0.630997411905236,0.8793175197669579,6339,3707,870
clipshots,fine,123,0.072,0.7338770316386141,0.6293650793650793,0.8800110972395616,6344,3736,865
clipshots,fine,124,0.071,0.7328711727325246,0.627957627957628,0.8798723817450409,6343,3758,866
clipshots,fine,125,0.07,0.7324106113033448,0.6267890632711479,0.8808433902066861,6350,3781,859
clipshots,fine,126,0.195,0.7319519209497825,0.7813287153652393,0.6884449993064226,4963,1389,2246
clipshots,fine,127,0.069,0.7319320472214224,0.6257384797164238,0.8815369676792898,6355,3801,854
clipshots,fine,128,0.068,0.7312025753046678,0.6243251202513007,0.8822305451518935,6360,3827,849
clipshots,fine,129,0.067,0.7301623730564003,0.6226027397260274,0.8826466916354557,6363,3857,846
clipshots,fine,130,0.066,0.7292406368113618,0.6209889788354628,0.8832015536135386,6367,3886,842
clipshots,fine,131,0.065,0.7282391267074354,0.6192651632970451,0.8837564155916215,6371,3917,838
clipshots,fine,132,0.064,0.7270757299270072,0.6173138375133146,0.8843112775697045,6375,3952,834
clipshots,fine,133,0.063,0.7264548456895569,0.6161499082391577,0.8848661395477875,6379,3974,830
clipshots,fine,134,0.196,0.725999851046399,0.783853329044709,0.6760993202940768,4874,1344,2335
clipshots,fine,135,0.062,0.724762824518548,0.6137194535308832,0.8848661395477875,6379,4015,830
clipshots,fine,136,0.061,0.7234283770761296,0.6116756134969326,0.885143570536829,6381,4051,828
clipshots,fine,137,0.06,0.7225492415666742,0.6102877904197342,0.8854210015258704,6383,4076,826
clipshots,fine,138,0.059,0.7215819209039549,0.6087122295300734,0.8858371480094327,6386,4105,823
clipshots,fine,139,0.058,0.7207532277160738,0.6071428571428571,0.8866694409765571,6392,4136,817
clipshots,fine,140,0.057,0.7199324324324325,0.6059141313619563,0.8868081564710778,6393,4158,816
clipshots,fine,141,0.056,0.7189748201438849,0.6043654918265142,0.88722430295464,6396,4187,813
clipshots,fine,142,0.197,0.7180300626935568,0.7882255389718076,0.6593147454570676,4753,1277,2456
clipshots,fine,143,0.055,0.7178106774338268,0.6024663466064201,0.887779164932723,6400,4223,809
clipshots,fine,144,0.054,0.7166937335498684,0.6009579263711495,0.8876404494382022,6399,4249,810
clipshots,fine,145,0.053,0.7150919148460636,0.5987088323353293,0.8876404494382022,6399,4289,810
clipshots,fine,146,0.052,0.71403870823805,0.5971082089552239,0.8879178804272437,6401,4319,808
clipshots,fine,147,0.051,0.7131412039612773,0.595355318160706,0.8890276043834097,6409,4356,800
clipshots,fine,148,0.05,0.7119058196357174,0.5935734790258357,0.8891663198779304,6410,4389,799
clipshots,fine,149,0.049,0.7103849349210745,0.5912778904665315,0.8895824663614926,6413,4433,796
clipshots,fine,150,0.048,0.7089432690714247,0.5890398384431798,0.8901373283395755,6417,4477,792
clipshots,fine,151,0.047,0.70722977809592,0.5863769174579986,0.8908309058121793,6422,4530,787
clipshots,fine,152,0.046,0.7058888096152791,0.5839992735197966,0.8920793452628658,6431,4581,778
clipshots,fine,153,0.045,0.7043811610076669,0.5819382861279522,0.8920793452628658,6431,4620,778
clipshots,fine,154,0.044,0.7030541441293777,0.5799531278168379,0.8924954917464281,6434,4660,775
clipshots,fine,155,0.043,0.7018041096637052,0.5780211887232897,0.893050353724511,6438,4700,771
clipshots,fine,156,0.042,0.7005274892598836,0.576118067978533,0.8934665002080733,6441,4739,768
clipshots,fine,157,0.041,0.6988827421629243,0.5737821711639505,0.8937439311971147,6443,4786,766
clipshots,fine,158,0.04,0.6976190476190476,0.5719102120486204,0.894160077680677,6446,4825,763
clipshots,fine,159,0.198,0.6959232987762101,0.7943060498220641,0.6192259675405742,4464,1156,2745
clipshots,fine,160,0.039,0.6955864896946152,0.5691832229580573,0.894160077680677,6446,4879,763
clipshots,fine,161,0.038,0.6935527235575629,0.5662978573937478,0.8945762241642391,6449,4939,760
clipshots,fine,162,0.037,0.6915486915486915,0.5636856368563685,0.8944375086697184,6448,4991,761
clipshots,fine,163,0.036,0.6898432903674386,0.5613683844011143,0.8945762241642391,6449,5039,760
clipshots,fine,164,0.035,0.6878498693820974,0.5586248701073779,0.8948536551532806,6451,5097,758
clipshots,fine,165,0.034,0.686297438078027,0.5563119345109866,0.8955472326258843,6456,5149,753
clipshots,fine,166,0.033,0.6846904156064462,0.5540969540969541,0.8958246636149257,6458,5197,751
clipshots,fine,167,0.032,0.6827207435572454,0.5512066172081521,0.8966569565820502,6464,5263,745
clipshots,fine,168,0.031,0.6805599410588359,0.5482913592809293,0.8969343875710917,6466,5327,743
clipshots,fine,169,0.03,0.6787306582743247,0.5457152496626181,0.8974892495491746,6470,5386,739
clipshots,fine,170,0.029,0.6762078871768087,0.542308981233244,0.8979053960327369,6473,5463,736
clipshots,fine,171,0.028,0.6740170584564177,0.539146351609951,0.898876404494382,6480,5539,729
clipshots,fine,172,0.027,0.671499585749793,0.5357349417499794,0.899431266472465,6484,5619,725
clipshots,fine,173,0.026,0.6675255075749768,0.5310322210379601,0.8984602580108199,6477,5720,732
clipshots,fine,174,0.025,0.6641718357512688,0.5267523174499918,0.8985989735053406,6478,5820,731
clipshots,fine,175,0.024,0.6609529639832671,0.5227144355684661,0.8985989735053406,6478,5915,731
clipshots,fine,176,0.023,0.6569690826153065,0.5176104145036339,0.8990151199889027,6481,6040,728
clipshots,fine,177,0.022,0.652672908486862,0.5122066840483527,0.8992925509779442,6483,6174,726
clipshots,fine,178,0.021,0.6490815356123929,0.507752545027408,0.899431266472465,6484,6286,725
clipshots,fine,179,0.02,0.6455626897615848,0.5034156186927495,0.8995699819669857,6485,6397,724
clipshots,fine,180,0.199,0.5842834590422733,0.7944192702122586,0.46206131224857816,3331,862,3878
clipshots,fine,181,0.2,0.24980111376292757,0.6911949685534591,0.152448328478291,1099,491,6110
